Description,Drivetrain,Manufacturer,ModelName,ModelNumber,ModelYear,Package,PassDoors,TrimName
Awd,ALL_WHEEL_DRIVE,GENESIS,,G8ES4ZE1GP00,2024,450310,4,
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GP00,2024,447828,4,Prestige
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGA00,2024,452610,4,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGP00,2024,452611,4,2.5T Prestige
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGA00,2024,452612,4,3.3T Advanced
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGS00,2024,452613,4,3.3T Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K2DGA00,2024,444087,4,2.5T Advanced
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGSAU,2024,444088,4,3.5T Sport Plus
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G9CS4K3BXXPS,2024,450256,4,e-SC Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE227AD,2024,444967,4,Advanced
Performance Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE127AR,2024,444968,4,Performance
Performance Awd W/navy Interior,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE127PF,2024,444969,4,Performance
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2D27AD,2024,447829,4,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGAAU,2024,447830,4,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGP00,2024,447831,4,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGS00,2024,447832,4,3.5T Sport
3.5t Sport Plus Without Lsd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGSAF,2024,447833,4,3.5T Sport Plus w/o LSD
3.5t Sport Plus With-Lsd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGSBE,2024,447834,4,3.5T Sport Plus w/LSD
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K2DGA00,2024,438592,4,2.5T Advanced
3.5t Prestige Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K3BGPAM,2024,438593,4,3.5T Prestige
3.5t Prestige Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K3BGPAP,2024,438594,4,3.5T Prestige
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGP00,2024,438595,4,3.5T Prestige
3.5t Prestige Awd 7-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGPAO,2024,438596,4,3.5T Prestige
3.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K3BGAAX,2024,438597,4,3.5T Advanced
3.5t Advanced Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K3BGAAY,2024,438598,4,3.5T Advanced
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GP00,2025,463311,4,Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GA00,2025,463312,4,Advanced
Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GAAU,2025,463313,4,Advanced Plus
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGA00,2025,455533,4,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGP00,2025,455534,4,2.5T Prestige
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGA00,2025,455535,4,3.3T Advanced
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGS00,2025,455536,4,3.3T Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K2DGA00,2025,466610,4,2.5T Advanced
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGSAU,2025,466611,4,3.5T Sport Plus
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G9CS4K3BXXPS,2025,463358,4,e-SC Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE227AD,2025,461704,4,Advanced
Performance Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE127AR,2025,461705,4,Performance
Performance Awd W/navy Interior,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE127PF,2025,461706,4,Performance
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2D27AD,2025,455516,4,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGAAU,2025,455517,4,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGP00,2025,455518,4,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGS00,2025,455519,4,3.5T Sport
3.5t Sport Plus With-Lsd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGSBE,2025,455520,4,3.5T Sport Plus w/LSD
2.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K2DGA00,2025,459749,4,2.5T Advanced
3.5t Advanced With-Technology Package Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGA55,2025,459750,4,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGP00,2025,459751,4,3.5T Prestige
2.5t Advanced With-Technology Package Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K2DGA55,2025,459752,4,2.5T Advanced
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CC7K3BGP00,2025,460325,4,3.5T e-SC
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GA00,2026,481478,4,Advanced
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GP00,2026,481479,4,Prestige
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGA00,2026,475088,4,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K2DGP00,2026,475089,4,2.5T Prestige
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGS00,2026,475090,4,3.3T Sport
3.3t Graphite Special-Edition Edition Awd,ALL_WHEEL_DRIVE,GENESIS,,G7CS4K3AGSGR,2026,484079,4,3.3T Graphite Special Edition
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K2DGA00,2026,479262,4,2.5T Advanced
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGS00,2026,479263,4,3.5T Sport
3.5t Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGPBL,2026,479264,4,3.5T Prestige Black
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G9CS4K3BGP00,2026,479289,4,e-SC Prestige
E-Sc Prestige Ash Wood Awd,ALL_WHEEL_DRIVE,GENESIS,,G9CS4K3BGPAW,2026,479290,4,e-SC Prestige Ash Wood
E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,G9CS4K3BGPBL,2026,479291,4,e-SC Prestige Black
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE2GWAE,2026,481700,4,Advanced
Awd *ltd Avail*,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE2GW00,2026,481701,4,
+ Awd *ltd Avail*,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE1GZ00,2026,481702,4,+
Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V6EW5ZE1GZSP,2026,481703,4,Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGA00,2026,470386,4,2.5T Advanced
2.5t Advanced Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGA55,2026,470387,4,2.5T Advanced Technology Package
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGP00,2026,470388,4,2.5T Prestige
3.5t Sport Quilting Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGS00,2026,470389,4,3.5T Sport Quilting
3.5t Sport Suede Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGSAU,2026,473370,4,3.5T Sport Suede
2.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K2DGA00,2026,479284,4,2.5T Advanced
2.5t Advanced With-Technology Package Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW5K2DGA55,2026,479285,4,2.5T Advanced
3.5t Advanced With-Technology Package Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGA55,2026,479286,4,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGP00,2026,479287,4,3.5T Prestige
3.5t Prestige Awd 7-Passenger Black-Package,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGPBL,2026,479288,4,3.5T Prestige Black
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CC7K3BGP00,2026,479433,4,3.5T e-SC
3.5t E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CC7K3BGPBL,2026,479434,4,3.5T e-SC Prestige Black
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7EW5ZE1GP00,2027,487304,4,Prestige
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K2DGA00,2027,485691,4,2.5T Advanced
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGS00,2027,485692,4,3.5T Sport
3.5t Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,G8CS4K3BGPBL,2027,485693,4,3.5T Prestige Black
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGA00,2027,487530,4,2.5T Advanced
2.5t Advanced Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGA58,2027,487531,4,2.5T Advanced Technology Package
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGP00,2027,487532,4,2.5T Prestige
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K2DGB00,2027,487533,4,2.5T Select
3.5t Prestige Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGPSP,2027,487534,4,3.5T Prestige Sport
3.5t Prestige Graphite Awd,ALL_WHEEL_DRIVE,GENESIS,,V7CW5K3BGPGR,2027,487535,4,3.5T Prestige Graphite
2.5t Advanced With-Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K2DGA55,2027,488631,4,2.5T Advanced w/Tech Pkg
3.5t Advanced With-Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGA55,2027,488632,4,3.5T Advanced w/Tech Pkg
3.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGP00,2027,488633,4,3.5T Prestige
3.5t Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CW7K3BGPBL,2027,488634,4,3.5T Prestige Black
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CC7K3BGP00,2027,488533,4,3.5T e-SC
3.5t E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,,V8CC7K3BGPBL,2027,488534,4,3.5T e-SC Prestige Black
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-B,2022,419293,4,ES
Se Awc *ltd Avail*,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-F,2022,419294,4,SE
Sel Awc *ltd Avail*,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-G,2022,419295,4,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-X,2022,419296,4,GT
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-H,2022,427501,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-J,2022,427502,4,SEL
Es Manual,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-A,2022,423372,4,ES
Es Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-A,2022,423373,4,ES
Se Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-D,2022,423374,4,SE
Gt Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-T,2022,423375,4,GT
Carbon Edition Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-C,2022,423376,4,Carbon Edition
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-B,2022,420744,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-D,2022,420745,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-G,2022,420746,4,SEL
Le Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2022,420747,4,LE
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2022,420748,4,GT
Le Premium Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2022,421002,4,LE Premium
Gt Premium Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2022,421003,4,GT Premium
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,COEV-G,2022,422021,4,SE
Le Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,COEV-J,2022,422022,4,LE
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,COEV-X,2022,422023,4,GT
Black Edition Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,COEV-T,2022,422024,4,Black Edition
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-A,2022,424595,4,ES
Se Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-C,2022,424596,4,SE
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-B,2022,424597,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-F,2022,424598,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-H,2022,424599,4,SEL
Le Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-M,2022,424600,4,LE
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-Z,2022,424601,4,GT
Se Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-D,2022,425552,4,SE
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-E,2022,425553,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-G,2022,425554,4,SEL
Le Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-L,2022,425555,4,LE
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-B,2023,427550,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-F,2023,427551,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-G,2023,427552,4,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-X,2023,427553,4,GT
Carbon Edition Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-L,2023,427554,4,Carbon Edition
Es Manual,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-A,2023,431916,4,ES
Es Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-A,2023,431917,4,ES
Se Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-D,2023,431918,4,SE
Gt Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-T,2023,431919,4,GT
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-B,2023,433344,4,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-D,2023,433345,4,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2023,433346,4,LE
Le Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2023,433347,4,LE Premium
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-G,2023,433348,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2023,433349,4,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2023,433350,4,GT Premium
Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-L,2023,435659,4,NOIR
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-F,2023,433786,4,LE
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-X,2023,433787,4,GT
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-B,2023,433788,4,ES
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-G,2023,433789,4,SEL
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-A,2023,433710,4,ES
Se Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-D,2023,433711,4,SE
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-B,2023,433712,4,ES
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-Z,2023,433713,4,GT
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-E,2023,433714,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-G,2023,433715,4,SEL
Le Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-L,2023,433716,4,LE
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-B,2024,439265,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-F,2024,439266,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-G,2024,439267,4,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-X,2024,439268,4,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-N,2024,447971,4,NOIR
Es Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-A,2024,443870,4,ES
Gt Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-T,2024,443871,4,GT
Noir Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,,CG44-N,2024,443872,4,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-B,2024,446113,4,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-D,2024,446114,4,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2024,446115,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-G,2024,446116,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2024,446117,4,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2024,446118,4,GT Premium
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-N,2024,460910,4,GT NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-B,2024,447075,4,ES
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-F,2024,447076,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-G,2024,447077,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-X,2024,447078,4,GT
Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-N,2024,455290,4,NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-A,2024,446465,4,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-B,2024,446466,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-E,2024,446467,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-G,2024,446468,4,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-Z,2024,446469,4,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-N,2024,446470,4,NOIR
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-B,2025,466272,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-F,2025,466273,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-G,2025,466274,4,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-X,2025,466275,4,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-N,2025,466276,4,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-B,2025,470581,4,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-D,2025,470582,4,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2025,470583,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-G,2025,470584,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2025,470585,4,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2025,470586,4,GT Premium
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-B,2025,459713,4,ES
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-F,2025,459714,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-G,2025,459715,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-X,2025,459716,4,GT
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-D,2025,459717,4,SE
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-N,2025,459718,4,GT NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-A,2025,470165,4,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-B,2025,470166,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-E,2025,470167,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-G,2025,470168,4,SEL
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-N,2025,470169,4,NOIR
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-Z,2025,470170,4,GT
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-B,2026,477389,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-F,2026,477390,4,SE
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-X,2026,477391,4,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CE45-N,2026,477392,4,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-B,2026,481877,4,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-D,2026,481878,4,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-F,2026,481879,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-G,2026,481880,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2026,481881,4,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-X,2026,481882,4,GT Premium
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,CO45-N,2026,483389,4,GT NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-B,2026,483107,4,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-D,2026,483108,4,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-F,2026,483109,4,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-G,2026,483110,4,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-X,2026,483111,4,GT
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,,COEV-N,2026,483112,4,GT NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,,CS45-A,2026,481614,4,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-B,2026,481615,4,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-E,2026,481616,4,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-G,2026,481617,4,SEL
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-N,2026,481618,4,NOIR
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,,CS45-Z,2026,481619,4,GT
CVT,FRONT_WHEEL_DRIVE,HONDA,,CV3F4NJ,2022,426211,4,
Touring CVT,FRONT_WHEEL_DRIVE,HONDA,,CV3F9NKNX,2022,426212,4,Touring
SE CVT,FRONT_WHEEL_DRIVE,HONDA,,CV1F2NE,2022,426196,4,SE
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,,CV1F3NJ,2022,426197,4,Sport
EX-L CVT,FRONT_WHEEL_DRIVE,HONDA,,CV1F5NJN,2022,426198,4,EX-L
Touring CVT,FRONT_WHEEL_DRIVE,HONDA,,CV1F9NKN,2022,426199,4,Touring
Sport 2.0 Auto,FRONT_WHEEL_DRIVE,HONDA,,CV2F3NJ,2022,426200,4,Sport 2.0
Touring 2.0 Auto,FRONT_WHEEL_DRIVE,HONDA,,CV2F9NKN,2022,426201,4,Touring 2.0
Sport Manual,FRONT_WHEEL_DRIVE,HONDA,,FL1G8NJ,2022,425540,4,Sport
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,,FL1H8NJ,2022,425541,4,Sport
Sport Touring Manual,FRONT_WHEEL_DRIVE,HONDA,,FL1G8NKN,2022,425542,4,Sport Touring
Sport Touring CVT,FRONT_WHEEL_DRIVE,HONDA,,FL1H8NKN,2022,425543,4,Sport Touring
LX Manual,FRONT_WHEEL_DRIVE,HONDA,,FL2G5NE,2022,425544,4,LX
LX CVT,FRONT_WHEEL_DRIVE,HONDA,,FL2H5NE,2022,425545,4,LX
LX CVT,FRONT_WHEEL_DRIVE,HONDA,,FE2F2NE,2022,423457,4,LX
EX CVT,FRONT_WHEEL_DRIVE,HONDA,,FE2F3NJ,2022,423458,4,EX
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,,FE2F5NJ,2022,423459,4,Sport
Touring CVT,FRONT_WHEEL_DRIVE,HONDA,,FE1F9NKN,2022,423460,4,Touring
